"","Date","Day","For Trading","For Settlement","Reason","Date","Month","Year","Equity URL","Derivative URL"
"2474","2007-10-10","Wed","Working Day","Working Day","-","10","OCT","2007","http://www.nseindia.com/content/historical/EQUITIES/2007/OCT/cm10OCT2007bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2007/OCT/fo10OCT2007bhav.csv.zip"
"2475","2007-10-11","Thu","Working Day","Working Day","-","11","OCT","2007","http://www.nseindia.com/content/historical/EQUITIES/2007/OCT/cm11OCT2007bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2007/OCT/fo11OCT2007bhav.csv.zip"
"2476","2007-10-12","Fri","Working Day","Working Day","-","12","OCT","2007","http://www.nseindia.com/content/historical/EQUITIES/2007/OCT/cm12OCT2007bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2007/OCT/fo12OCT2007bhav.csv.zip"
"2477","2007-10-13","Sat","Holiday","Holiday","Weekend","13","OCT","2007","",""
"2478","2007-10-14","Sun","Holiday","Holiday","Weekend","14","OCT","2007","",""
"2479","2007-10-15","Mon","Working Day","Working Day","-","15","OCT","2007","http://www.nseindia.com/content/historical/EQUITIES/2007/OCT/cm15OCT2007bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2007/OCT/fo15OCT2007bhav.csv.zip"
"2480","2007-10-16","Tue","Working Day","Working Day","-","16","OCT","2007","http://www.nseindia.com/content/historical/EQUITIES/2007/OCT/cm16OCT2007bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2007/OCT/fo16OCT2007bhav.csv.zip"
"2481","2007-10-17","Wed","Working Day","Working Day","-","17","OCT","2007","http://www.nseindia.com/content/historical/EQUITIES/2007/OCT/cm17OCT2007bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2007/OCT/fo17OCT2007bhav.csv.zip"
"2482","2007-10-18","Thu","Working Day","Working Day","-","18","OCT","2007","http://www.nseindia.com/content/historical/EQUITIES/2007/OCT/cm18OCT2007bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2007/OCT/fo18OCT2007bhav.csv.zip"
"2483","2007-10-19","Fri","Working Day","Working Day","-","19","OCT","2007","http://www.nseindia.com/content/historical/EQUITIES/2007/OCT/cm19OCT2007bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2007/OCT/fo19OCT2007bhav.csv.zip"
"2484","2007-10-20","Sat","Holiday","Holiday","Weekend","20","OCT","2007","",""
"2485","2007-10-21","Sun","Holiday","Holiday","Weekend","21","OCT","2007","",""
"2486","2007-10-22","Mon","Working Day","Working Day","-","22","OCT","2007","http://www.nseindia.com/content/historical/EQUITIES/2007/OCT/cm22OCT2007bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2007/OCT/fo22OCT2007bhav.csv.zip"
"2487","2007-10-23","Tue","Working Day","Working Day","-","23","OCT","2007","http://www.nseindia.com/content/historical/EQUITIES/2007/OCT/cm23OCT2007bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2007/OCT/fo23OCT2007bhav.csv.zip"
"2488","2007-10-24","Wed","Working Day","Working Day","-","24","OCT","2007","http://www.nseindia.com/content/historical/EQUITIES/2007/OCT/cm24OCT2007bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2007/OCT/fo24OCT2007bhav.csv.zip"
"2489","2007-10-25","Thu","Working Day","Working Day","-","25","OCT","2007","http://www.nseindia.com/content/historical/EQUITIES/2007/OCT/cm25OCT2007bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2007/OCT/fo25OCT2007bhav.csv.zip"
"2490","2007-10-26","Fri","Working Day","Working Day","-","26","OCT","2007","http://www.nseindia.com/content/historical/EQUITIES/2007/OCT/cm26OCT2007bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2007/OCT/fo26OCT2007bhav.csv.zip"
"2491","2007-10-27","Sat","Holiday","Holiday","Weekend","27","OCT","2007","",""
"2492","2007-10-28","Sun","Holiday","Holiday","Weekend","28","OCT","2007","",""
"2493","2007-10-29","Mon","Working Day","Working Day","-","29","OCT","2007","http://www.nseindia.com/content/historical/EQUITIES/2007/OCT/cm29OCT2007bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2007/OCT/fo29OCT2007bhav.csv.zip"
"2494","2007-10-30","Tue","Working Day","Working Day","-","30","OCT","2007","http://www.nseindia.com/content/historical/EQUITIES/2007/OCT/cm30OCT2007bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2007/OCT/fo30OCT2007bhav.csv.zip"
"2495","2007-10-31","Wed","Working Day","Working Day","-","31","OCT","2007","http://www.nseindia.com/content/historical/EQUITIES/2007/OCT/cm31OCT2007bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2007/OCT/fo31OCT2007bhav.csv.zip"
"2496","2007-11-01","Thu","Working Day","Working Day","-","1","NOV","2007","http://www.nseindia.com/content/historical/EQUITIES/2007/NOV/cm1NOV2007bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2007/NOV/fo1NOV2007bhav.csv.zip"
"2497","2007-11-02","Fri","Working Day","Working Day","-","2","NOV","2007","http://www.nseindia.com/content/historical/EQUITIES/2007/NOV/cm2NOV2007bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2007/NOV/fo2NOV2007bhav.csv.zip"
"2498","2007-11-03","Sat","Holiday","Holiday","Weekend","3","NOV","2007","",""
"2499","2007-11-04","Sun","Holiday","Holiday","Weekend","4","NOV","2007","",""
"2500","2007-11-05","Mon","Working Day","Working Day","-","5","NOV","2007","http://www.nseindia.com/content/historical/EQUITIES/2007/NOV/cm5NOV2007bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2007/NOV/fo5NOV2007bhav.csv.zip"
"2501","2007-11-06","Tue","Working Day","Working Day","-","6","NOV","2007","http://www.nseindia.com/content/historical/EQUITIES/2007/NOV/cm6NOV2007bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2007/NOV/fo6NOV2007bhav.csv.zip"
"2502","2007-11-07","Wed","Working Day","Working Day","-","7","NOV","2007","http://www.nseindia.com/content/historical/EQUITIES/2007/NOV/cm7NOV2007bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2007/NOV/fo7NOV2007bhav.csv.zip"
"2503","2007-11-08","Thu","Working Day","Working Day","-","8","NOV","2007","http://www.nseindia.com/content/historical/EQUITIES/2007/NOV/cm8NOV2007bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2007/NOV/fo8NOV2007bhav.csv.zip"
"2504","2007-11-09","Fri","Holiday","Holiday","Laxmi Puja*","9","NOV","2007","",""
"2505","2007-11-10","Sat","Holiday","Holiday","Weekend","10","NOV","2007","",""
"2506","2007-11-11","Sun","Holiday","Holiday","Weekend","11","NOV","2007","",""
"2507","2007-11-12","Mon","Working Day","Working Day","-","12","NOV","2007","http://www.nseindia.com/content/historical/EQUITIES/2007/NOV/cm12NOV2007bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2007/NOV/fo12NOV2007bhav.csv.zip"
"2508","2007-11-13","Tue","Working Day","Working Day","-","13","NOV","2007","http://www.nseindia.com/content/historical/EQUITIES/2007/NOV/cm13NOV2007bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2007/NOV/fo13NOV2007bhav.csv.zip"
"2509","2007-11-14","Wed","Working Day","Working Day","-","14","NOV","2007","http://www.nseindia.com/content/historical/EQUITIES/2007/NOV/cm14NOV2007bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2007/NOV/fo14NOV2007bhav.csv.zip"
"2510","2007-11-15","Thu","Working Day","Working Day","-","15","NOV","2007","http://www.nseindia.com/content/historical/EQUITIES/2007/NOV/cm15NOV2007bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2007/NOV/fo15NOV2007bhav.csv.zip"
"2511","2007-11-16","Fri","Working Day","Working Day","-","16","NOV","2007","http://www.nseindia.com/content/historical/EQUITIES/2007/NOV/cm16NOV2007bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2007/NOV/fo16NOV2007bhav.csv.zip"
"2512","2007-11-17","Sat","Holiday","Holiday","Weekend","17","NOV","2007","",""
"2513","2007-11-18","Sun","Holiday","Holiday","Weekend","18","NOV","2007","",""
"2514","2007-11-19","Mon","Working Day","Working Day","-","19","NOV","2007","http://www.nseindia.com/content/historical/EQUITIES/2007/NOV/cm19NOV2007bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2007/NOV/fo19NOV2007bhav.csv.zip"
"2515","2007-11-20","Tue","Working Day","Working Day","-","20","NOV","2007","http://www.nseindia.com/content/historical/EQUITIES/2007/NOV/cm20NOV2007bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2007/NOV/fo20NOV2007bhav.csv.zip"
"2516","2007-11-21","Wed","Working Day","Working Day","-","21","NOV","2007","http://www.nseindia.com/content/historical/EQUITIES/2007/NOV/cm21NOV2007bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2007/NOV/fo21NOV2007bhav.csv.zip"
"2517","2007-11-22","Thu","Working Day","Working Day","-","22","NOV","2007","http://www.nseindia.com/content/historical/EQUITIES/2007/NOV/cm22NOV2007bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2007/NOV/fo22NOV2007bhav.csv.zip"
"2518","2007-11-23","Fri","Working Day","Working Day","-","23","NOV","2007","http://www.nseindia.com/content/historical/EQUITIES/2007/NOV/cm23NOV2007bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2007/NOV/fo23NOV2007bhav.csv.zip"
"2519","2007-11-24","Sat","Holiday","Holiday","Weekend","24","NOV","2007","",""
"2520","2007-11-25","Sun","Holiday","Holiday","Weekend","25","NOV","2007","",""
"2521","2007-11-26","Mon","Working Day","Working Day","-","26","NOV","2007","http://www.nseindia.com/content/historical/EQUITIES/2007/NOV/cm26NOV2007bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2007/NOV/fo26NOV2007bhav.csv.zip"
"2522","2007-11-27","Tue","Working Day","Working Day","-","27","NOV","2007","http://www.nseindia.com/content/historical/EQUITIES/2007/NOV/cm27NOV2007bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2007/NOV/fo27NOV2007bhav.csv.zip"
"2523","2007-11-28","Wed","Working Day","Working Day","-","28","NOV","2007","http://www.nseindia.com/content/historical/EQUITIES/2007/NOV/cm28NOV2007bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2007/NOV/fo28NOV2007bhav.csv.zip"
"2524","2007-11-29","Thu","Working Day","Working Day","-","29","NOV","2007","http://www.nseindia.com/content/historical/EQUITIES/2007/NOV/cm29NOV2007bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2007/NOV/fo29NOV2007bhav.csv.zip"
"2525","2007-11-30","Fri","Working Day","Working Day","-","30","NOV","2007","http://www.nseindia.com/content/historical/EQUITIES/2007/NOV/cm30NOV2007bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2007/NOV/fo30NOV2007bhav.csv.zip"
"2526","2007-12-01","Sat","Holiday","Holiday","Weekend","1","DEC","2007","",""
"2527","2007-12-02","Sun","Holiday","Holiday","Weekend","2","DEC","2007","",""
"2528","2007-12-03","Mon","Working Day","Working Day","-","3","DEC","2007","http://www.nseindia.com/content/historical/EQUITIES/2007/DEC/cm3DEC2007bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2007/DEC/fo3DEC2007bhav.csv.zip"
"2529","2007-12-04","Tue","Working Day","Working Day","-","4","DEC","2007","http://www.nseindia.com/content/historical/EQUITIES/2007/DEC/cm4DEC2007bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2007/DEC/fo4DEC2007bhav.csv.zip"
"2530","2007-12-05","Wed","Working Day","Working Day","-","5","DEC","2007","http://www.nseindia.com/content/historical/EQUITIES/2007/DEC/cm5DEC2007bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2007/DEC/fo5DEC2007bhav.csv.zip"
"2531","2007-12-06","Thu","Working Day","Working Day","-","6","DEC","2007","http://www.nseindia.com/content/historical/EQUITIES/2007/DEC/cm6DEC2007bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2007/DEC/fo6DEC2007bhav.csv.zip"
"2532","2007-12-07","Fri","Working Day","Working Day","-","7","DEC","2007","http://www.nseindia.com/content/historical/EQUITIES/2007/DEC/cm7DEC2007bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2007/DEC/fo7DEC2007bhav.csv.zip"
"2533","2007-12-08","Sat","Holiday","Holiday","Weekend","8","DEC","2007","",""
"2534","2007-12-09","Sun","Holiday","Holiday","Weekend","9","DEC","2007","",""
"2535","2007-12-10","Mon","Working Day","Working Day","-","10","DEC","2007","http://www.nseindia.com/content/historical/EQUITIES/2007/DEC/cm10DEC2007bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2007/DEC/fo10DEC2007bhav.csv.zip"
"2536","2007-12-11","Tue","Working Day","Working Day","-","11","DEC","2007","http://www.nseindia.com/content/historical/EQUITIES/2007/DEC/cm11DEC2007bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2007/DEC/fo11DEC2007bhav.csv.zip"
"2537","2007-12-12","Wed","Working Day","Working Day","-","12","DEC","2007","http://www.nseindia.com/content/historical/EQUITIES/2007/DEC/cm12DEC2007bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2007/DEC/fo12DEC2007bhav.csv.zip"
"2538","2007-12-13","Thu","Working Day","Working Day","-","13","DEC","2007","http://www.nseindia.com/content/historical/EQUITIES/2007/DEC/cm13DEC2007bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2007/DEC/fo13DEC2007bhav.csv.zip"
"2539","2007-12-14","Fri","Working Day","Working Day","-","14","DEC","2007","http://www.nseindia.com/content/historical/EQUITIES/2007/DEC/cm14DEC2007bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2007/DEC/fo14DEC2007bhav.csv.zip"
"2540","2007-12-15","Sat","Holiday","Holiday","Weekend","15","DEC","2007","",""
"2541","2007-12-16","Sun","Holiday","Holiday","Weekend","16","DEC","2007","",""
"2542","2007-12-17","Mon","Working Day","Working Day","-","17","DEC","2007","http://www.nseindia.com/content/historical/EQUITIES/2007/DEC/cm17DEC2007bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2007/DEC/fo17DEC2007bhav.csv.zip"
"2543","2007-12-18","Tue","Working Day","Working Day","-","18","DEC","2007","http://www.nseindia.com/content/historical/EQUITIES/2007/DEC/cm18DEC2007bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2007/DEC/fo18DEC2007bhav.csv.zip"
"2544","2007-12-19","Wed","Working Day","Working Day","-","19","DEC","2007","http://www.nseindia.com/content/historical/EQUITIES/2007/DEC/cm19DEC2007bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2007/DEC/fo19DEC2007bhav.csv.zip"
"2545","2007-12-20","Thu","Working Day","Working Day","-","20","DEC","2007","http://www.nseindia.com/content/historical/EQUITIES/2007/DEC/cm20DEC2007bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2007/DEC/fo20DEC2007bhav.csv.zip"
"2546","2007-12-21","Fri","Holiday","Holiday","Bakri ID (falls twice in 2007)","21","DEC","2007","",""
"2547","2007-12-22","Sat","Holiday","Holiday","Weekend","22","DEC","2007","",""
"2548","2007-12-23","Sun","Holiday","Holiday","Weekend","23","DEC","2007","",""
"2549","2007-12-24","Mon","Working Day","Working Day","-","24","DEC","2007","http://www.nseindia.com/content/historical/EQUITIES/2007/DEC/cm24DEC2007bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2007/DEC/fo24DEC2007bhav.csv.zip"
"2550","2007-12-25","Tue","Holiday","Holiday","Christmas","25","DEC","2007","",""
"2551","2007-12-26","Wed","Working Day","Working Day","-","26","DEC","2007","http://www.nseindia.com/content/historical/EQUITIES/2007/DEC/cm26DEC2007bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2007/DEC/fo26DEC2007bhav.csv.zip"
"2552","2007-12-27","Thu","Working Day","Working Day","-","27","DEC","2007","http://www.nseindia.com/content/historical/EQUITIES/2007/DEC/cm27DEC2007bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2007/DEC/fo27DEC2007bhav.csv.zip"
"2553","2007-12-28","Fri","Working Day","Working Day","-","28","DEC","2007","http://www.nseindia.com/content/historical/EQUITIES/2007/DEC/cm28DEC2007bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2007/DEC/fo28DEC2007bhav.csv.zip"
"2554","2007-12-29","Sat","Holiday","Holiday","Weekend","29","DEC","2007","",""
"2555","2007-12-30","Sun","Holiday","Holiday","Weekend","30","DEC","2007","",""
"2556","2007-12-31","Mon","Working Day","Working Day","-","31","DEC","2007","http://www.nseindia.com/content/historical/EQUITIES/2007/DEC/cm31DEC2007bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2007/DEC/fo31DEC2007bhav.csv.zip"
"2557","2008-01-01","Tue","Working Day","Working Day","-","1","JAN","2008","http://www.nseindia.com/content/historical/EQUITIES/2008/JAN/cm1JAN2008bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2008/JAN/fo1JAN2008bhav.csv.zip"
"2558","2008-01-02","Wed","Working Day","Working Day","-","2","JAN","2008","http://www.nseindia.com/content/historical/EQUITIES/2008/JAN/cm2JAN2008bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2008/JAN/fo2JAN2008bhav.csv.zip"
"2559","2008-01-03","Thu","Working Day","Working Day","-","3","JAN","2008","http://www.nseindia.com/content/historical/EQUITIES/2008/JAN/cm3JAN2008bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2008/JAN/fo3JAN2008bhav.csv.zip"
"2560","2008-01-04","Fri","Working Day","Working Day","-","4","JAN","2008","http://www.nseindia.com/content/historical/EQUITIES/2008/JAN/cm4JAN2008bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2008/JAN/fo4JAN2008bhav.csv.zip"
"2561","2008-01-05","Sat","Holiday","Holiday","Weekend","5","JAN","2008","",""
"2562","2008-01-06","Sun","Holiday","Holiday","Weekend","6","JAN","2008","",""
"2563","2008-01-07","Mon","Working Day","Working Day","-","7","JAN","2008","http://www.nseindia.com/content/historical/EQUITIES/2008/JAN/cm7JAN2008bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2008/JAN/fo7JAN2008bhav.csv.zip"
"2564","2008-01-08","Tue","Working Day","Working Day","-","8","JAN","2008","http://www.nseindia.com/content/historical/EQUITIES/2008/JAN/cm8JAN2008bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2008/JAN/fo8JAN2008bhav.csv.zip"
"2565","2008-01-09","Wed","Working Day","Working Day","-","9","JAN","2008","http://www.nseindia.com/content/historical/EQUITIES/2008/JAN/cm9JAN2008bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2008/JAN/fo9JAN2008bhav.csv.zip"
"2566","2008-01-10","Thu","Working Day","Working Day","-","10","JAN","2008","http://www.nseindia.com/content/historical/EQUITIES/2008/JAN/cm10JAN2008bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2008/JAN/fo10JAN2008bhav.csv.zip"
"2567","2008-01-11","Fri","Working Day","Working Day","-","11","JAN","2008","http://www.nseindia.com/content/historical/EQUITIES/2008/JAN/cm11JAN2008bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2008/JAN/fo11JAN2008bhav.csv.zip"
"2568","2008-01-12","Sat","Holiday","Holiday","Weekend","12","JAN","2008","",""
"2569","2008-01-13","Sun","Holiday","Holiday","Weekend","13","JAN","2008","",""
"2570","2008-01-14","Mon","Working Day","Working Day","-","14","JAN","2008","http://www.nseindia.com/content/historical/EQUITIES/2008/JAN/cm14JAN2008bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2008/JAN/fo14JAN2008bhav.csv.zip"
"2571","2008-01-15","Tue","Working Day","Working Day","-","15","JAN","2008","http://www.nseindia.com/content/historical/EQUITIES/2008/JAN/cm15JAN2008bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2008/JAN/fo15JAN2008bhav.csv.zip"
"2572","2008-01-16","Wed","Working Day","Working Day","-","16","JAN","2008","http://www.nseindia.com/content/historical/EQUITIES/2008/JAN/cm16JAN2008bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2008/JAN/fo16JAN2008bhav.csv.zip"
"2573","2008-01-17","Thu","Working Day","Working Day","-","17","JAN","2008","http://www.nseindia.com/content/historical/EQUITIES/2008/JAN/cm17JAN2008bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2008/JAN/fo17JAN2008bhav.csv.zip"
"2574","2008-01-18","Fri","Working Day","Working Day","-","18","JAN","2008","http://www.nseindia.com/content/historical/EQUITIES/2008/JAN/cm18JAN2008bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2008/JAN/fo18JAN2008bhav.csv.zip"
"2575","2008-01-19","Sat","Holiday","Holiday","Weekend","19","JAN","2008","",""
"2576","2008-01-20","Sun","Holiday","Holiday","Weekend","20","JAN","2008","",""
"2577","2008-01-21","Mon","Working Day","Working Day","-","21","JAN","2008","http://www.nseindia.com/content/historical/EQUITIES/2008/JAN/cm21JAN2008bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2008/JAN/fo21JAN2008bhav.csv.zip"
"2578","2008-01-22","Tue","Working Day","Working Day","-","22","JAN","2008","http://www.nseindia.com/content/historical/EQUITIES/2008/JAN/cm22JAN2008bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2008/JAN/fo22JAN2008bhav.csv.zip"
"2579","2008-01-23","Wed","Working Day","Working Day","-","23","JAN","2008","http://www.nseindia.com/content/historical/EQUITIES/2008/JAN/cm23JAN2008bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2008/JAN/fo23JAN2008bhav.csv.zip"
"2580","2008-01-24","Thu","Working Day","Working Day","-","24","JAN","2008","http://www.nseindia.com/content/historical/EQUITIES/2008/JAN/cm24JAN2008bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2008/JAN/fo24JAN2008bhav.csv.zip"
"2581","2008-01-25","Fri","Working Day","Working Day","-","25","JAN","2008","http://www.nseindia.com/content/historical/EQUITIES/2008/JAN/cm25JAN2008bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2008/JAN/fo25JAN2008bhav.csv.zip"
"2582","2008-01-26","Sat","Holiday","Holiday","Weekend","26","JAN","2008","",""
"2583","2008-01-27","Sun","Holiday","Holiday","Weekend","27","JAN","2008","",""
"2584","2008-01-28","Mon","Working Day","Working Day","-","28","JAN","2008","http://www.nseindia.com/content/historical/EQUITIES/2008/JAN/cm28JAN2008bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2008/JAN/fo28JAN2008bhav.csv.zip"
"2585","2008-01-29","Tue","Working Day","Working Day","-","29","JAN","2008","http://www.nseindia.com/content/historical/EQUITIES/2008/JAN/cm29JAN2008bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2008/JAN/fo29JAN2008bhav.csv.zip"
"2586","2008-01-30","Wed","Working Day","Working Day","-","30","JAN","2008","http://www.nseindia.com/content/historical/EQUITIES/2008/JAN/cm30JAN2008bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2008/JAN/fo30JAN2008bhav.csv.zip"
"2587","2008-01-31","Thu","Working Day","Working Day","-","31","JAN","2008","http://www.nseindia.com/content/historical/EQUITIES/2008/JAN/cm31JAN2008bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2008/JAN/fo31JAN2008bhav.csv.zip"
"2588","2008-02-01","Fri","Working Day","Working Day","-","1","FEB","2008","http://www.nseindia.com/content/historical/EQUITIES/2008/FEB/cm1FEB2008bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2008/FEB/fo1FEB2008bhav.csv.zip"
"2589","2008-02-02","Sat","Holiday","Holiday","Weekend","2","FEB","2008","",""
"2590","2008-02-03","Sun","Holiday","Holiday","Weekend","3","FEB","2008","",""
"2591","2008-02-04","Mon","Working Day","Working Day","-","4","FEB","2008","http://www.nseindia.com/content/historical/EQUITIES/2008/FEB/cm4FEB2008bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2008/FEB/fo4FEB2008bhav.csv.zip"
"2592","2008-02-05","Tue","Working Day","Working Day","-","5","FEB","2008","http://www.nseindia.com/content/historical/EQUITIES/2008/FEB/cm5FEB2008bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2008/FEB/fo5FEB2008bhav.csv.zip"
"2593","2008-02-06","Wed","Working Day","Working Day","-","6","FEB","2008","http://www.nseindia.com/content/historical/EQUITIES/2008/FEB/cm6FEB2008bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2008/FEB/fo6FEB2008bhav.csv.zip"
"2594","2008-02-07","Thu","Working Day","Working Day","-","7","FEB","2008","http://www.nseindia.com/content/historical/EQUITIES/2008/FEB/cm7FEB2008bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2008/FEB/fo7FEB2008bhav.csv.zip"
"2595","2008-02-08","Fri","Working Day","Working Day","-","8","FEB","2008","http://www.nseindia.com/content/historical/EQUITIES/2008/FEB/cm8FEB2008bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2008/FEB/fo8FEB2008bhav.csv.zip"
"2596","2008-02-09","Sat","Holiday","Holiday","Weekend","9","FEB","2008","",""
"2597","2008-02-10","Sun","Holiday","Holiday","Weekend","10","FEB","2008","",""
"2598","2008-02-11","Mon","Working Day","Working Day","-","11","FEB","2008","http://www.nseindia.com/content/historical/EQUITIES/2008/FEB/cm11FEB2008bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2008/FEB/fo11FEB2008bhav.csv.zip"
"2599","2008-02-12","Tue","Working Day","Working Day","-","12","FEB","2008","http://www.nseindia.com/content/historical/EQUITIES/2008/FEB/cm12FEB2008bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2008/FEB/fo12FEB2008bhav.csv.zip"
"2600","2008-02-13","Wed","Working Day","Working Day","-","13","FEB","2008","http://www.nseindia.com/content/historical/EQUITIES/2008/FEB/cm13FEB2008bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2008/FEB/fo13FEB2008bhav.csv.zip"
"2601","2008-02-14","Thu","Working Day","Working Day","-","14","FEB","2008","http://www.nseindia.com/content/historical/EQUITIES/2008/FEB/cm14FEB2008bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2008/FEB/fo14FEB2008bhav.csv.zip"
"2602","2008-02-15","Fri","Working Day","Working Day","-","15","FEB","2008","http://www.nseindia.com/content/historical/EQUITIES/2008/FEB/cm15FEB2008bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2008/FEB/fo15FEB2008bhav.csv.zip"
"2603","2008-02-16","Sat","Holiday","Holiday","Weekend","16","FEB","2008","",""
"2604","2008-02-17","Sun","Holiday","Holiday","Weekend","17","FEB","2008","",""
