"Date","Day","For Trading","For Settlement","Reason","Date","Month","Year","URL"
"2007-06-06","Wed","Working Day","Working Day",,6,"JUN",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/JUN/cm6JUN2007bhav.csv.zip"
"2007-06-07","Thu","Working Day","Working Day",,7,"JUN",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/JUN/cm7JUN2007bhav.csv.zip"
"2007-06-08","Fri","Working Day","Working Day",,8,"JUN",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/JUN/cm8JUN2007bhav.csv.zip"
"2007-06-09","Sat","Holiday","Holiday","Weekend",9,"JUN",2007,"NA"
"2007-06-10","Sun","Holiday","Holiday","Weekend",10,"JUN",2007,"NA"
"2007-06-11","Mon","Working Day","Working Day",,11,"JUN",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/JUN/cm11JUN2007bhav.csv.zip"
"2007-06-12","Tue","Working Day","Working Day",,12,"JUN",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/JUN/cm12JUN2007bhav.csv.zip"
"2007-06-13","Wed","Working Day","Working Day",,13,"JUN",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/JUN/cm13JUN2007bhav.csv.zip"
"2007-06-14","Thu","Working Day","Working Day",,14,"JUN",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/JUN/cm14JUN2007bhav.csv.zip"
"2007-06-15","Fri","Working Day","Working Day",,15,"JUN",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/JUN/cm15JUN2007bhav.csv.zip"
"2007-06-16","Sat","Holiday","Holiday","Weekend",16,"JUN",2007,"NA"
"2007-06-17","Sun","Holiday","Holiday","Weekend",17,"JUN",2007,"NA"
"2007-06-18","Mon","Working Day","Working Day",,18,"JUN",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/JUN/cm18JUN2007bhav.csv.zip"
"2007-06-19","Tue","Working Day","Working Day",,19,"JUN",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/JUN/cm19JUN2007bhav.csv.zip"
"2007-06-20","Wed","Working Day","Working Day",,20,"JUN",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/JUN/cm20JUN2007bhav.csv.zip"
"2007-06-21","Thu","Working Day","Working Day",,21,"JUN",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/JUN/cm21JUN2007bhav.csv.zip"
"2007-06-22","Fri","Working Day","Working Day",,22,"JUN",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/JUN/cm22JUN2007bhav.csv.zip"
"2007-06-23","Sat","Holiday","Holiday","Weekend",23,"JUN",2007,"NA"
"2007-06-24","Sun","Holiday","Holiday","Weekend",24,"JUN",2007,"NA"
"2007-06-25","Mon","Working Day","Working Day",,25,"JUN",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/JUN/cm25JUN2007bhav.csv.zip"
"2007-06-26","Tue","Working Day","Working Day",,26,"JUN",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/JUN/cm26JUN2007bhav.csv.zip"
"2007-06-27","Wed","Working Day","Working Day",,27,"JUN",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/JUN/cm27JUN2007bhav.csv.zip"
"2007-06-28","Thu","Working Day","Working Day",,28,"JUN",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/JUN/cm28JUN2007bhav.csv.zip"
"2007-06-29","Fri","Working Day","Working Day",,29,"JUN",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/JUN/cm29JUN2007bhav.csv.zip"
"2007-06-30","Sat","Holiday","Holiday","Weekend",30,"JUN",2007,"NA"
"2007-07-01","Sun","Holiday","Holiday","Weekend",1,"JUL",2007,"NA"
"2007-07-02","Mon","Working Day","Working Day",,2,"JUL",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/JUL/cm2JUL2007bhav.csv.zip"
"2007-07-03","Tue","Working Day","Working Day",,3,"JUL",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/JUL/cm3JUL2007bhav.csv.zip"
"2007-07-04","Wed","Working Day","Working Day",,4,"JUL",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/JUL/cm4JUL2007bhav.csv.zip"
"2007-07-05","Thu","Working Day","Working Day",,5,"JUL",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/JUL/cm5JUL2007bhav.csv.zip"
"2007-07-06","Fri","Working Day","Working Day",,6,"JUL",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/JUL/cm6JUL2007bhav.csv.zip"
"2007-07-07","Sat","Holiday","Holiday","Weekend",7,"JUL",2007,"NA"
"2007-07-08","Sun","Holiday","Holiday","Weekend",8,"JUL",2007,"NA"
"2007-07-09","Mon","Working Day","Working Day",,9,"JUL",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/JUL/cm9JUL2007bhav.csv.zip"
"2007-07-10","Tue","Working Day","Working Day",,10,"JUL",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/JUL/cm10JUL2007bhav.csv.zip"
"2007-07-11","Wed","Working Day","Working Day",,11,"JUL",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/JUL/cm11JUL2007bhav.csv.zip"
"2007-07-12","Thu","Working Day","Working Day",,12,"JUL",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/JUL/cm12JUL2007bhav.csv.zip"
"2007-07-13","Fri","Working Day","Working Day",,13,"JUL",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/JUL/cm13JUL2007bhav.csv.zip"
"2007-07-14","Sat","Holiday","Holiday","Weekend",14,"JUL",2007,"NA"
"2007-07-15","Sun","Holiday","Holiday","Weekend",15,"JUL",2007,"NA"
"2007-07-16","Mon","Working Day","Working Day",,16,"JUL",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/JUL/cm16JUL2007bhav.csv.zip"
"2007-07-17","Tue","Working Day","Working Day",,17,"JUL",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/JUL/cm17JUL2007bhav.csv.zip"
"2007-07-18","Wed","Working Day","Working Day",,18,"JUL",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/JUL/cm18JUL2007bhav.csv.zip"
"2007-07-19","Thu","Working Day","Working Day",,19,"JUL",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/JUL/cm19JUL2007bhav.csv.zip"
"2007-07-20","Fri","Working Day","Working Day",,20,"JUL",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/JUL/cm20JUL2007bhav.csv.zip"
"2007-07-21","Sat","Holiday","Holiday","Weekend",21,"JUL",2007,"NA"
"2007-07-22","Sun","Holiday","Holiday","Weekend",22,"JUL",2007,"NA"
"2007-07-23","Mon","Working Day","Working Day",,23,"JUL",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/JUL/cm23JUL2007bhav.csv.zip"
"2007-07-24","Tue","Working Day","Working Day",,24,"JUL",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/JUL/cm24JUL2007bhav.csv.zip"
"2007-07-25","Wed","Working Day","Working Day",,25,"JUL",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/JUL/cm25JUL2007bhav.csv.zip"
"2007-07-26","Thu","Working Day","Working Day",,26,"JUL",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/JUL/cm26JUL2007bhav.csv.zip"
"2007-07-27","Fri","Working Day","Working Day",,27,"JUL",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/JUL/cm27JUL2007bhav.csv.zip"
"2007-07-28","Sat","Holiday","Holiday","Weekend",28,"JUL",2007,"NA"
"2007-07-29","Sun","Holiday","Holiday","Weekend",29,"JUL",2007,"NA"
"2007-07-30","Mon","Working Day","Working Day",,30,"JUL",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/JUL/cm30JUL2007bhav.csv.zip"
"2007-07-31","Tue","Working Day","Working Day",,31,"JUL",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/JUL/cm31JUL2007bhav.csv.zip"
"2007-08-01","Wed","Working Day","Working Day",,1,"AUG",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/AUG/cm1AUG2007bhav.csv.zip"
"2007-08-02","Thu","Working Day","Working Day",,2,"AUG",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/AUG/cm2AUG2007bhav.csv.zip"
"2007-08-03","Fri","Working Day","Working Day",,3,"AUG",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/AUG/cm3AUG2007bhav.csv.zip"
"2007-08-04","Sat","Holiday","Holiday","Weekend",4,"AUG",2007,"NA"
"2007-08-05","Sun","Holiday","Holiday","Weekend",5,"AUG",2007,"NA"
"2007-08-06","Mon","Working Day","Working Day",,6,"AUG",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/AUG/cm6AUG2007bhav.csv.zip"
"2007-08-07","Tue","Working Day","Working Day",,7,"AUG",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/AUG/cm7AUG2007bhav.csv.zip"
"2007-08-08","Wed","Working Day","Working Day",,8,"AUG",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/AUG/cm8AUG2007bhav.csv.zip"
"2007-08-09","Thu","Working Day","Working Day",,9,"AUG",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/AUG/cm9AUG2007bhav.csv.zip"
"2007-08-10","Fri","Working Day","Working Day",,10,"AUG",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/AUG/cm10AUG2007bhav.csv.zip"
"2007-08-11","Sat","Holiday","Holiday","Weekend",11,"AUG",2007,"NA"
"2007-08-12","Sun","Holiday","Holiday","Weekend",12,"AUG",2007,"NA"
"2007-08-13","Mon","Working Day","Working Day",,13,"AUG",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/AUG/cm13AUG2007bhav.csv.zip"
"2007-08-14","Tue","Working Day","Working Day",,14,"AUG",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/AUG/cm14AUG2007bhav.csv.zip"
"2007-08-15","Wed","Holiday","Holiday","Independence Day",15,"AUG",2007,"NA"
"2007-08-16","Thu","Working Day","Working Day",,16,"AUG",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/AUG/cm16AUG2007bhav.csv.zip"
"2007-08-17","Fri","Working Day","Working Day",,17,"AUG",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/AUG/cm17AUG2007bhav.csv.zip"
"2007-08-18","Sat","Holiday","Holiday","Weekend",18,"AUG",2007,"NA"
"2007-08-19","Sun","Holiday","Holiday","Weekend",19,"AUG",2007,"NA"
"2007-08-20","Mon","Working Day","Working Day",,20,"AUG",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/AUG/cm20AUG2007bhav.csv.zip"
"2007-08-21","Tue","Working Day","Working Day",,21,"AUG",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/AUG/cm21AUG2007bhav.csv.zip"
"2007-08-22","Wed","Working Day","Working Day",,22,"AUG",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/AUG/cm22AUG2007bhav.csv.zip"
"2007-08-23","Thu","Working Day","Working Day",,23,"AUG",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/AUG/cm23AUG2007bhav.csv.zip"
"2007-08-24","Fri","Working Day","Working Day",,24,"AUG",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/AUG/cm24AUG2007bhav.csv.zip"
"2007-08-25","Sat","Holiday","Holiday","Weekend",25,"AUG",2007,"NA"
"2007-08-26","Sun","Holiday","Holiday","Weekend",26,"AUG",2007,"NA"
"2007-08-27","Mon","Working Day","Working Day",,27,"AUG",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/AUG/cm27AUG2007bhav.csv.zip"
"2007-08-28","Tue","Working Day","Working Day",,28,"AUG",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/AUG/cm28AUG2007bhav.csv.zip"
"2007-08-29","Wed","Working Day","Working Day",,29,"AUG",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/AUG/cm29AUG2007bhav.csv.zip"
"2007-08-30","Thu","Working Day","Working Day",,30,"AUG",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/AUG/cm30AUG2007bhav.csv.zip"
"2007-08-31","Fri","Working Day","Working Day",,31,"AUG",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/AUG/cm31AUG2007bhav.csv.zip"
"2007-09-01","Sat","Holiday","Holiday","Weekend",1,"SEP",2007,"NA"
"2007-09-02","Sun","Holiday","Holiday","Weekend",2,"SEP",2007,"NA"
"2007-09-03","Mon","Working Day","Working Day",,3,"SEP",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/SEP/cm3SEP2007bhav.csv.zip"
"2007-09-04","Tue","Working Day","Working Day",,4,"SEP",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/SEP/cm4SEP2007bhav.csv.zip"
"2007-09-05","Wed","Working Day","Working Day",,5,"SEP",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/SEP/cm5SEP2007bhav.csv.zip"
"2007-09-06","Thu","Working Day","Working Day",,6,"SEP",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/SEP/cm6SEP2007bhav.csv.zip"
"2007-09-07","Fri","Working Day","Working Day",,7,"SEP",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/SEP/cm7SEP2007bhav.csv.zip"
"2007-09-08","Sat","Holiday","Holiday","Weekend",8,"SEP",2007,"NA"
"2007-09-09","Sun","Holiday","Holiday","Weekend",9,"SEP",2007,"NA"
"2007-09-10","Mon","Working Day","Working Day",,10,"SEP",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/SEP/cm10SEP2007bhav.csv.zip"
"2007-09-11","Tue","Working Day","Working Day",,11,"SEP",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/SEP/cm11SEP2007bhav.csv.zip"
"2007-09-12","Wed","Working Day","Working Day",,12,"SEP",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/SEP/cm12SEP2007bhav.csv.zip"
"2007-09-13","Thu","Working Day","Working Day",,13,"SEP",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/SEP/cm13SEP2007bhav.csv.zip"
"2007-09-14","Fri","Working Day","Working Day",,14,"SEP",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/SEP/cm14SEP2007bhav.csv.zip"
"2007-09-15","Sat","Holiday","Holiday","Weekend",15,"SEP",2007,"NA"
"2007-09-16","Sun","Holiday","Holiday","Weekend",16,"SEP",2007,"NA"
"2007-09-17","Mon","Working Day","Working Day",,17,"SEP",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/SEP/cm17SEP2007bhav.csv.zip"
"2007-09-18","Tue","Working Day","Working Day",,18,"SEP",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/SEP/cm18SEP2007bhav.csv.zip"
"2007-09-19","Wed","Working Day","Working Day",,19,"SEP",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/SEP/cm19SEP2007bhav.csv.zip"
"2007-09-20","Thu","Working Day","Working Day",,20,"SEP",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/SEP/cm20SEP2007bhav.csv.zip"
"2007-09-21","Fri","Working Day","Working Day",,21,"SEP",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/SEP/cm21SEP2007bhav.csv.zip"
"2007-09-22","Sat","Holiday","Holiday","Weekend",22,"SEP",2007,"NA"
"2007-09-23","Sun","Holiday","Holiday","Weekend",23,"SEP",2007,"NA"
"2007-09-24","Mon","Working Day","Working Day",,24,"SEP",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/SEP/cm24SEP2007bhav.csv.zip"
"2007-09-25","Tue","Working Day","Working Day",,25,"SEP",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/SEP/cm25SEP2007bhav.csv.zip"
"2007-09-26","Wed","Working Day","Working Day",,26,"SEP",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/SEP/cm26SEP2007bhav.csv.zip"
"2007-09-27","Thu","Working Day","Working Day",,27,"SEP",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/SEP/cm27SEP2007bhav.csv.zip"
"2007-09-28","Fri","Working Day","Working Day",,28,"SEP",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/SEP/cm28SEP2007bhav.csv.zip"
"2007-09-29","Sat","Holiday","Holiday","Weekend",29,"SEP",2007,"NA"
"2007-09-30","Sun","Holiday","Holiday","Weekend",30,"SEP",2007,"NA"
"2007-10-01","Mon","Working Day","Working Day",,1,"OCT",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/OCT/cm1OCT2007bhav.csv.zip"
"2007-10-02","Tue","Holiday","Holiday","Gandhi Jayanti",2,"OCT",2007,"NA"
"2007-10-03","Wed","Working Day","Working Day",,3,"OCT",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/OCT/cm3OCT2007bhav.csv.zip"
"2007-10-04","Thu","Working Day","Working Day",,4,"OCT",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/OCT/cm4OCT2007bhav.csv.zip"
"2007-10-05","Fri","Working Day","Working Day",,5,"OCT",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/OCT/cm5OCT2007bhav.csv.zip"
"2007-10-06","Sat","Holiday","Holiday","Weekend",6,"OCT",2007,"NA"
"2007-10-07","Sun","Holiday","Holiday","Weekend",7,"OCT",2007,"NA"
"2007-10-08","Mon","Working Day","Working Day",,8,"OCT",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/OCT/cm8OCT2007bhav.csv.zip"
"2007-10-09","Tue","Working Day","Working Day",,9,"OCT",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/OCT/cm9OCT2007bhav.csv.zip"
"2007-10-10","Wed","Working Day","Working Day",,10,"OCT",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/OCT/cm10OCT2007bhav.csv.zip"
"2007-10-11","Thu","Working Day","Working Day",,11,"OCT",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/OCT/cm11OCT2007bhav.csv.zip"
"2007-10-12","Fri","Working Day","Working Day",,12,"OCT",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/OCT/cm12OCT2007bhav.csv.zip"
"2007-10-13","Sat","Holiday","Holiday","Weekend",13,"OCT",2007,"NA"
"2007-10-14","Sun","Holiday","Holiday","Weekend",14,"OCT",2007,"NA"
"2007-10-15","Mon","Working Day","Working Day",,15,"OCT",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/OCT/cm15OCT2007bhav.csv.zip"
"2007-10-16","Tue","Working Day","Working Day",,16,"OCT",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/OCT/cm16OCT2007bhav.csv.zip"
"2007-10-17","Wed","Working Day","Working Day",,17,"OCT",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/OCT/cm17OCT2007bhav.csv.zip"
"2007-10-18","Thu","Working Day","Working Day",,18,"OCT",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/OCT/cm18OCT2007bhav.csv.zip"
"2007-10-19","Fri","Working Day","Working Day",,19,"OCT",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/OCT/cm19OCT2007bhav.csv.zip"
"2007-10-20","Sat","Holiday","Holiday","Weekend",20,"OCT",2007,"NA"
"2007-10-21","Sun","Holiday","Holiday","Weekend",21,"OCT",2007,"NA"
"2007-10-22","Mon","Working Day","Working Day",,22,"OCT",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/OCT/cm22OCT2007bhav.csv.zip"
"2007-10-23","Tue","Working Day","Working Day",,23,"OCT",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/OCT/cm23OCT2007bhav.csv.zip"
"2007-10-24","Wed","Working Day","Working Day",,24,"OCT",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/OCT/cm24OCT2007bhav.csv.zip"
"2007-10-25","Thu","Working Day","Working Day",,25,"OCT",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/OCT/cm25OCT2007bhav.csv.zip"
"2007-10-26","Fri","Working Day","Working Day",,26,"OCT",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/OCT/cm26OCT2007bhav.csv.zip"
"2007-10-27","Sat","Holiday","Holiday","Weekend",27,"OCT",2007,"NA"
"2007-10-28","Sun","Holiday","Holiday","Weekend",28,"OCT",2007,"NA"
"2007-10-29","Mon","Working Day","Working Day",,29,"OCT",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/OCT/cm29OCT2007bhav.csv.zip"
"2007-10-30","Tue","Working Day","Working Day",,30,"OCT",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/OCT/cm30OCT2007bhav.csv.zip"
"2007-10-31","Wed","Working Day","Working Day",,31,"OCT",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/OCT/cm31OCT2007bhav.csv.zip"
"2007-11-01","Thu","Working Day","Working Day",,1,"NOV",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/NOV/cm1NOV2007bhav.csv.zip"
"2007-11-02","Fri","Working Day","Working Day",,2,"NOV",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/NOV/cm2NOV2007bhav.csv.zip"
"2007-11-03","Sat","Holiday","Holiday","Weekend",3,"NOV",2007,"NA"
"2007-11-04","Sun","Holiday","Holiday","Weekend",4,"NOV",2007,"NA"
"2007-11-05","Mon","Working Day","Working Day",,5,"NOV",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/NOV/cm5NOV2007bhav.csv.zip"
"2007-11-06","Tue","Working Day","Working Day",,6,"NOV",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/NOV/cm6NOV2007bhav.csv.zip"
"2007-11-07","Wed","Working Day","Working Day",,7,"NOV",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/NOV/cm7NOV2007bhav.csv.zip"
"2007-11-08","Thu","Working Day","Working Day",,8,"NOV",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/NOV/cm8NOV2007bhav.csv.zip"
"2007-11-09","Fri","Holiday","Holiday","Laxmi Puja*",9,"NOV",2007,"NA"
"2007-11-10","Sat","Holiday","Holiday","Weekend",10,"NOV",2007,"NA"
"2007-11-11","Sun","Holiday","Holiday","Weekend",11,"NOV",2007,"NA"
"2007-11-12","Mon","Working Day","Working Day",,12,"NOV",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/NOV/cm12NOV2007bhav.csv.zip"
"2007-11-13","Tue","Working Day","Working Day",,13,"NOV",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/NOV/cm13NOV2007bhav.csv.zip"
"2007-11-14","Wed","Working Day","Working Day",,14,"NOV",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/NOV/cm14NOV2007bhav.csv.zip"
"2007-11-15","Thu","Working Day","Working Day",,15,"NOV",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/NOV/cm15NOV2007bhav.csv.zip"
"2007-11-16","Fri","Working Day","Working Day",,16,"NOV",2007,"http://www.nseindia.com/content/historical/EQUITIES/2007/NOV/cm16NOV2007bhav.csv.zip"
"2007-11-17","Sat","Holiday","Holiday","Weekend",17,"NOV",2007,"NA"
"2007-11-18","Sun","Holiday","Holiday","Weekend",18,"NOV",2007,"NA"
